onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
46.0126953125	2.1591796875	artefact	n/a	all	all	48.171875	94234	98656	n/a	n/a	NaN	NaN	NaN	n/a
162.3525390625	1.130859375	artefact	n/a	all	all	163.4833984375	332498	334814	n/a	n/a	NaN	NaN	NaN	n/a
164.22021484375	2.77294921875	artefact	n/a	all	all	166.9931640625	336323	342002	n/a	n/a	NaN	NaN	NaN	n/a
249.18603515625	0.93115234375	artefact	n/a	all	all	250.1171875	510333	512240	n/a	n/a	NaN	NaN	NaN	n/a
255.66259765625	1.7294921875	artefact	n/a	all	all	257.39208984375	523597	527139	n/a	n/a	NaN	NaN	NaN	n/a
257.86279296875	1.14599609375	artefact	n/a	all	all	259.0087890625	528103	530450	n/a	n/a	NaN	NaN	NaN	n/a
261.27001953125	2.740234375	artefact	n/a	all	all	264.01025390625	535081	540693	n/a	n/a	NaN	NaN	NaN	n/a
264.5029296875	7.43017578125	artefact	n/a	all	all	271.93310546875	541702	556919	n/a	n/a	NaN	NaN	NaN	n/a
624.3203125	6.96630859375	artefact	n/a	all	all	631.28662109375	1278608	1292875	n/a	n/a	NaN	NaN	NaN	n/a
636.72314453125	0.2666015625	artefact	n/a	all	all	636.98974609375	1304009	1304555	n/a	n/a	NaN	NaN	NaN	n/a
1016.2216796875	1.20703125	artefact	n/a	all	all	1017.4287109375	2081222	2083694	n/a	n/a	NaN	NaN	NaN	n/a
1985.00634765625	2.55810546875	artefact	n/a	all	all	1987.564453125	4065293	4070532	n/a	n/a	NaN	NaN	NaN	n/a
1988.3525390625	4.736328125	artefact	n/a	all	all	1993.0888671875	4072146	4081846	n/a	n/a	NaN	NaN	NaN	n/a
1994.0517578125	1.462890625	artefact	n/a	all	all	1995.5146484375	4083818	4086814	n/a	n/a	NaN	NaN	NaN	n/a
2094.47607421875	1.25830078125	artefact	n/a	all	all	2095.734375	4289487	4292064	n/a	n/a	NaN	NaN	NaN	n/a
2097.146484375	0.4501953125	artefact	n/a	all	all	2097.5966796875	4294956	4295878	n/a	n/a	NaN	NaN	NaN	n/a
2161.6689453125	1.36083984375	artefact	n/a	all	all	2163.02978515625	4427098	4429885	n/a	n/a	NaN	NaN	NaN	n/a
2167.52734375	0.76708984375	artefact	n/a	all	all	2168.29443359375	4439096	4440667	n/a	n/a	NaN	NaN	NaN	n/a
2186.9931640625	11.54296875	artefact	n/a	all	all	2198.5361328125	4478962	4502602	n/a	n/a	NaN	NaN	NaN	n/a
2210.9560546875	2.783203125	artefact	n/a	all	all	2213.7392578125	4528038	4533738	n/a	n/a	NaN	NaN	NaN	n/a
2266.3310546875	2.01611328125	artefact	n/a	all	all	2268.34716796875	4641446	4645575	n/a	n/a	NaN	NaN	NaN	n/a
2271.314453125	3.74462890625	artefact	n/a	all	all	2275.05908203125	4651652	4659321	n/a	n/a	NaN	NaN	NaN	n/a
2281.87353515625	1.57568359375	artefact	n/a	all	all	2283.44921875	4673277	4676504	n/a	n/a	NaN	NaN	NaN	n/a
2286.00732421875	1.5244140625	artefact	n/a	all	all	2287.53173828125	4681743	4684865	n/a	n/a	NaN	NaN	NaN	n/a
2290.10009765625	1.80078125	artefact	n/a	all	all	2291.90087890625	4690125	4693813	n/a	n/a	NaN	NaN	NaN	n/a
2317.02685546875	0.8173828125	artefact	n/a	all	all	2317.84423828125	4745271	4746945	n/a	n/a	NaN	NaN	NaN	n/a
2324.1416015625	6.1376953125	artefact	n/a	all	all	2330.279296875	4759842	4772412	n/a	n/a	NaN	NaN	NaN	n/a
2336.6962890625	1.18408203125	artefact	n/a	all	all	2337.88037109375	4785554	4787979	n/a	n/a	NaN	NaN	NaN	n/a
2392.8388671875	0.82861328125	artefact	n/a	all	all	2393.66748046875	4900534	4902231	n/a	n/a	NaN	NaN	NaN	n/a
2412.873046875	0.9208984375	artefact	n/a	all	all	2413.7939453125	4941564	4943450	n/a	n/a	NaN	NaN	NaN	n/a
2414.765625	0.75732421875	artefact	n/a	all	all	2415.52294921875	4945440	4946991	n/a	n/a	NaN	NaN	NaN	n/a
2417.28271484375	1.0439453125	artefact	n/a	all	all	2418.32666015625	4950595	4952733	n/a	n/a	NaN	NaN	NaN	n/a
2453.77001953125	1.2685546875	artefact	n/a	all	all	2455.03857421875	5025321	5027919	n/a	n/a	NaN	NaN	NaN	n/a
2476.3720703125	1.07470703125	artefact	n/a	all	all	2477.44677734375	5071610	5073811	n/a	n/a	NaN	NaN	NaN	n/a
3125.74609375	0.2587890625	artefact	n/a	all	all	3126.0048828125	6401528	6402058	n/a	n/a	NaN	NaN	NaN	n/a
4.94482421875	3728.43505859375	stimulation	SPESclin	all	all	3733.3798828125	10127	7645962	n/a	n/a	NaN	NaN	NaN	n/a
5.19140625	0.001	electrical_stimulation	SPESclin	n/a	n/a	5.19240625	10632	10634.048	monophasic	TP01-TP02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
10.19140625	0.001	electrical_stimulation	SPESclin	n/a	n/a	10.19240625	20872	20874.048	monophasic	TP01-TP02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
15.19140625	0.001	electrical_stimulation	SPESclin	n/a	n/a	15.19240625	31112	31114.048	monophasic	TP01-TP02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
20.19140625	0.001	electrical_stimulation	SPESclin	n/a	n/a	20.19240625	41352	41354.048	monophasic	TP01-TP02	0.008	0.2	0.001	Stimulation intensity is suggested to be 0.008 A but may differ when applied in eloquent tissue
